CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL,ARCHIVO_ORIGEN,ESTABLECIMIENTO_LIMPIO,DIRECCION_LIMPIA,TELEFONO_LIMPIO,DIRECTOR_LIMPIO,SUPERVISOR_LIMPIO,MUNICIPIO_LIMPIO,AREA_LIMPIO,SECTOR_LIMPIO,MODALIDAD_LIMPIO,JORNADA_LIMPIO,PLAN_LIMPIO
02-03-0109-46,02-003,EL PROGRESO,SAN AGUSTIN ACASAGUASTLAN,INSTITUTO NACIONAL DE EDUCACIӎ DIVERSIFICADA,ALDEA EL CONACASTE,58914882.0,EUNICE GUADALUPE NAJARRO JUAREZ,RONY ALBINO LӐEZ CRښ,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),EL PROGRESO,el_progreso,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA EL CONACASTE,58914882,RONY ALBINO LӐEZ CRښ,EUNICE GUADALUPE NAJARRO JUAREZ,SAN AGUSTIN ACASAGUASTLAN,RURAL,OFICIAL,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
02-03-0112-46,02-003,EL PROGRESO,SAN AGUSTIN ACASAGUASTLAN,INSTITUTO NACIONAL DE EDUCACIӎ DIVERSIFICADA,ALDEA EL MORRO,47190600.0,EUNICE GUADALUPE NAJARRO JUAREZ,MARIBEL GERANDINA LIMA PORRAS,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),EL PROGRESO,el_progreso,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA EL MORRO,47190600,MARIBEL GERANDINA LIMA PORRAS,EUNICE GUADALUPE NAJARRO JUAREZ,SAN AGUSTIN ACASAGUASTLAN,RURAL,OFICIAL,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
02-03-0117-46,02-015,EL PROGRESO,SAN AGUSTIN ACASAGUASTLAN,CENTRO EDUCATIVO PRIVADO MIXTO ACAZAU-AZTLAN,BARRIO GUAYTAN,44807367.0,EDNA LILY ALDANA GODOY,BLANCA ROSELIA OLIVA RAMOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),EL PROGRESO,el_progreso,CENTRO EDUCATIVO PRIVADO MIXTO ACAZAU-AZTLAN,BARRIO GUAYTAN,44807367,BLANCA ROSELIA OLIVA RAMOS,EDNA LILY ALDANA GODOY,SAN AGUSTIN ACASAGUASTLAN,URBANA,PRIVADO,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
02-03-0119-46,02-015,EL PROGRESO,SAN AGUSTIN ACASAGUASTLAN,COLEGIO EL SHADDAI,BARRIO RIO HATO,40953523.0,EDNA LILY ALDANA GODOY,ZONIA ELIZABEHT MARROQU͎ GUTIERREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),EL PROGRESO,el_progreso,COLEGIO EL SHADDAI,BARRIO RIO HATO,40953523,ZONIA ELIZABEHT MARROQU GUTIERREZ,EDNA LILY ALDANA GODOY,SAN AGUSTIN ACASAGUASTLAN,URBANA,PRIVADO,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
02-03-0125-46,02-015,EL PROGRESO,SAN AGUSTIN ACASAGUASTLAN,COLEGIO EL SHADDAI,BARRIO RIO HATO,46413167.0,EDNA LILY ALDANA GODOY,ZONIA ELIZABEHT MARROQU͎ GUTIERREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),EL PROGRESO,el_progreso,COLEGIO EL SHADDAI,BARRIO RIO HATO,46413167,ZONIA ELIZABEHT MARROQU GUTIERREZ,EDNA LILY ALDANA GODOY,SAN AGUSTIN ACASAGUASTLAN,URBANA,PRIVADO,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
02-03-0128-46,02-013,EL PROGRESO,SAN AGUSTIN ACASAGUASTLAN,INSTITUTO MUNICIPAL DE EDUCACIӎ DIVERSIFICADA,ALDEA TULUMAJILLO,49399416.0,JOHANA MAYBELL͠D́Z MARTT͎EZ,MARVIN AUGUSTO CORDOVA SڃHITE,DIVERSIFICADO,MUNICIPAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),EL PROGRESO,el_progreso,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA TULUMAJILLO,49399416,MARVIN AUGUSTO CORDOVA SڃHITE,JOHANA MAYBELLDZ MARTTEZ,SAN AGUSTIN ACASAGUASTLAN,RURAL,MUNICIPAL,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
02-03-0133-46,02-003,EL PROGRESO,SAN AGUSTIN ACASAGUASTLAN,CENTRO EDUCATIVO PRIVADO MIXTO INNOVADOR,BARRIO GUAYTAN,42159528.0,EUNICE GUADALUPE NAJARRO JUAREZ,HEIDY CAROLINA LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),EL PROGRESO,el_progreso,CENTRO EDUCATIVO PRIVADO MIXTO INNOVADOR,BARRIO GUAYTAN,42159528,HEIDY CAROLINA LOPEZ,EUNICE GUADALUPE NAJARRO JUAREZ,SAN AGUSTIN ACASAGUASTLAN,URBANA,PRIVADO,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
02-03-0134-46,02-003,EL PROGRESO,SAN AGUSTIN ACASAGUASTLAN,CENTRO EDUCATIVO PRIVADO MIXTO INNOVADOR,BARRIO GUAYTAN,42159528.0,EUNICE GUADALUPE NAJARRO JUAREZ,HEIDY CAROLINA LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,EL PROGRESO,el_progreso,CENTRO EDUCATIVO PRIVADO MIXTO INNOVADOR,BARRIO GUAYTAN,42159528,HEIDY CAROLINA LOPEZ,EUNICE GUADALUPE NAJARRO JUAREZ,SAN AGUSTIN ACASAGUASTLAN,URBANA,PRIVADO,MONOLINGUE,DOBLE,FIN DE SEMANA
02-03-0136-46,02-003,EL PROGRESO,SAN AGUSTIN ACASAGUASTLAN,CENTRO EDUCATIVO PRIVADO MIXTO INNOVADOR,BARRIO GUAYTAN,4215928.0,EUNICE GUADALUPE NAJARRO JUAREZ,HEIDY CAROLINA LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,EL PROGRESO,el_progreso,CENTRO EDUCATIVO PRIVADO MIXTO INNOVADOR,BARRIO GUAYTAN,42159280,HEIDY CAROLINA LOPEZ,EUNICE GUADALUPE NAJARRO JUAREZ,SAN AGUSTIN ACASAGUASTLAN,URBANA,PRIVADO,MONOLINGUE,DOBLE,FIN DE SEMANA
02-03-0142-46,02-015,EL PROGRESO,SAN AGUSTIN ACASAGUASTLAN,"COLEGIO TECNOLӇICO ""JERUSALɎ""",BARRIO SAN SEBASTIAN,49870363.0,EDNA LILY ALDANA GODOY,EDGAR RAڌ SNCHEZ MORALES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),EL PROGRESO,el_progreso,COLEGIO TECNOLӇICO JERUSALɎ,BARRIO SAN SEBASTIAN,49870363,EDGAR RAڌ SNCHEZ MORALES,EDNA LILY ALDANA GODOY,SAN AGUSTIN ACASAGUASTLAN,URBANA,PRIVADO,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
02-03-0144-46,02-015,EL PROGRESO,SAN AGUSTIN ACASAGUASTLAN,"COLEGIO PRIVADO MIXTO DE EDUCACIӎ BSICA PLAN FIN DE SEMANA ""COMEBSA""",BARRIO SAN SEBASTIAN,79360679.0,EDNA LILY ALDANA GODOY,AURA MARINA AGUILAR RAMIREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),EL PROGRESO,el_progreso,COLEGIO PRIVADO MIXTO DE EDUCACIӍ BSICA PLAN FIN DE SEMANA COMEBSA,BARRIO SAN SEBASTIAN,79360679,AURA MARINA AGUILAR RAMIREZ,EDNA LILY ALDANA GODOY,SAN AGUSTIN ACASAGUASTLAN,URBANA,PRIVADO,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA)
02-03-0146-46,02-003,EL PROGRESO,SAN AGUSTIN ACASAGUASTLAN,CENTRO EDUCATIVO PRIVADO MIXTO INNOVADOR,BARRIO GUAYTAN,54507272.0,EUNICE GUADALUPE NAJARRO JUAREZ,HEIDY CAROLINA LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),EL PROGRESO,el_progreso,CENTRO EDUCATIVO PRIVADO MIXTO INNOVADOR,BARRIO GUAYTAN,54507272,HEIDY CAROLINA LOPEZ,EUNICE GUADALUPE NAJARRO JUAREZ,SAN AGUSTIN ACASAGUASTLAN,URBANA,PRIVADO,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA)
02-03-0148-46,02-015,EL PROGRESO,SAN AGUSTIN ACASAGUASTLAN,"CENTRO EDUCATIVO PRIVADO MIXTO ""ACAZAUAZTLAN""",BARRIO SAN SEBASTIAN,79360581.0,EDNA LILY ALDANA GODOY,ROSA DELIA MORALES BALCRCEL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),EL PROGRESO,el_progreso,CENTRO EDUCATIVO PRIVADO MIXTO ACAZAU-AZTLAN,BARRIO SAN SEBASTIAN,79360581,ROSA DELIA MORALES BALCRCEL,EDNA LILY ALDANA GODOY,SAN AGUSTIN ACASAGUASTLAN,URBANA,PRIVADO,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA)
02-03-0150-46,02-015,EL PROGRESO,SAN AGUSTIN ACASAGUASTLAN,COLEGIO CENTRO DE FORMACIӎ PROFESIONAL PRE-UNIVERISTARIA DEL CICLO DIVERSIFICADO,BARRIO EL CENTRO ALDEA EL RANCHO,59787086.0,EDNA LILY ALDANA GODOY,HɃTOR FRANCISCO DE LEӎ MURALLES,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),EL PROGRESO,el_progreso,COLEGIO CENTRO DE FORMACION PROFESIONAL PRE-UNIVERSITARIA DEL CICLO DIVERSIFICADO,BARRIO EL CENTRO ALDEA EL RANCHO,59787086,HɃTOR FRANCISCO DE LEӍ MURALLES,EDNA LILY ALDANA GODOY,SAN AGUSTIN ACASAGUASTLAN,RURAL,PRIVADO,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA)
02-03-0157-46,02-015,EL PROGRESO,SAN AGUSTIN ACASAGUASTLAN,COLEGIO TECNOLӇICO JERUSALɎ,BARRIO SAN SEBASTIAN SAN AGUSTIN ACASAGUASTLAN,79360679.0,EDNA LILY ALDANA GODOY,EDGAR RAڌ SNCHEZ MORALES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),EL PROGRESO,el_progreso,COLEGIO TECNOLӇICO JERUSALɎ,BARRIO SAN SEBASTIAN SAN AGUSTIN ACASAGUASTLAN,79360679,EDGAR RAڌ SNCHEZ MORALES,EDNA LILY ALDANA GODOY,SAN AGUSTIN ACASAGUASTLAN,URBANA,PRIVADO,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
02-03-0158-46,02-015,EL PROGRESO,SAN AGUSTIN ACASAGUASTLAN,COLEGIO TECNOLӇICO JERUSALɎ,BARRIO SAN SEBASTIAN SAN AGUSTIN ACASAGUASTLAN,79360679.0,EDNA LILY ALDANA GODOY,EDGAR RAڌ SNCHEZ MORALES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),EL PROGRESO,el_progreso,COLEGIO TECNOLӇICO JERUSALɎ,BARRIO SAN SEBASTIAN SAN AGUSTIN ACASAGUASTLAN,79360679,EDGAR RAڌ SNCHEZ MORALES,EDNA LILY ALDANA GODOY,SAN AGUSTIN ACASAGUASTLAN,URBANA,PRIVADO,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
02-03-0159-46,02-015,EL PROGRESO,SAN AGUSTIN ACASAGUASTLAN,"COLEGIO PRIVADO MIXTO DE EDUCACIӎ BSICA PLAN FIN DE SEMANA ""COMEBSA""",BARRIO SAN SEBASTIAN SAN AGUSTIN ACASAGUASTLAN,79360679.0,EDNA LILY ALDANA GODOY,AURA MARINA AGUILAR RAMIREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,EL PROGRESO,el_progreso,COLEGIO PRIVADO MIXTO DE EDUCACIӍ BSICA PLAN FIN DE SEMANA COMEBSA,BARRIO SAN SEBASTIAN SAN AGUSTIN ACASAGUASTLAN,79360679,AURA MARINA AGUILAR RAMIREZ,EDNA LILY ALDANA GODOY,SAN AGUSTIN ACASAGUASTLAN,URBANA,PRIVADO,MONOLINGUE,DOBLE,FIN DE SEMANA
02-03-0162-46,02-015,EL PROGRESO,SAN AGUSTIN ACASAGUASTLAN,CENTRO EDUCATIVO PRIVADO MIXTO ACAZAU-AZTLAN,BARRIO SAN SEBASTIAN SAN AGUSTIN ACASAGUASTLAN,56508470.0,EDNA LILY ALDANA GODOY,BLANCA ROSELIA OLIVA RAMOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),EL PROGRESO,el_progreso,CENTRO EDUCATIVO PRIVADO MIXTO ACAZAU-AZTLAN,BARRIO SAN SEBASTIAN SAN AGUSTIN ACASAGUASTLAN,56508470,BLANCA ROSELIA OLIVA RAMOS,EDNA LILY ALDANA GODOY,SAN AGUSTIN ACASAGUASTLAN,URBANA,PRIVADO,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
02-03-0163-46,02-015,EL PROGRESO,SAN AGUSTIN ACASAGUASTLAN,CENTRO EDUCATIVO PRIVADO MIXTO ACAZAU-AZTLAN,BARRIO SAN SEBASTIAN SAN AGUSTIN ACASAGUASTLAN,30528878.0,EDNA LILY ALDANA GODOY,ROSA DELIA MORALES BALCRCEL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,EL PROGRESO,el_progreso,CENTRO EDUCATIVO PRIVADO MIXTO ACAZAU-AZTLAN,BARRIO SAN SEBASTIAN SAN AGUSTIN ACASAGUASTLAN,30528878,ROSA DELIA MORALES BALCRCEL,EDNA LILY ALDANA GODOY,SAN AGUSTIN ACASAGUASTLAN,URBANA,PRIVADO,MONOLINGUE,DOBLE,FIN DE SEMANA
02-03-0164-46,02-015,EL PROGRESO,SAN AGUSTIN ACASAGUASTLAN,CENTRO EDUCATIVO PRIVADO MIXTO ACAZAU-AZTLAN,BARRIO SAN SEBASTIAN SAN AGUSTIN ACASAGUASTLAN,30528878.0,EDNA LILY ALDANA GODOY,ROSA DELIA MORALES BALCARCEL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),EL PROGRESO,el_progreso,CENTRO EDUCATIVO PRIVADO MIXTO ACAZAU-AZTLAN,BARRIO SAN SEBASTIAN SAN AGUSTIN ACASAGUASTLAN,30528878,ROSA DELIA MORALES BALCARCEL,EDNA LILY ALDANA GODOY,SAN AGUSTIN ACASAGUASTLAN,URBANA,PRIVADO,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA)
02-03-0167-46,02-015,EL PROGRESO,SAN AGUSTIN ACASAGUASTLAN,INSTITUTO NACIONAL DE EDUCACIӎ DIVERSIFICADA,ALDEA TECUIZ,55128751.0,EDNA LILY ALDANA GODOY,MILDRED CECILIA CRښ LARIOS,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),EL PROGRESO,el_progreso,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA TECUIZ,55128751,MILDRED CECILIA CRښ LARIOS,EDNA LILY ALDANA GODOY,SAN AGUSTIN ACASAGUASTLAN,RURAL,OFICIAL,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
02-03-0599-46,02-003,EL PROGRESO,SAN AGUSTIN ACASAGUASTLAN,"INSTITUTO DIVERSIFICADO POR COOPERATIVA ""SAN AGUSTIN ACASAGUASTLAN""",BARRIO GUAYTAN ARRIBA,79360629.0,EUNICE GUADALUPE NAJARRO JUAREZ,MAŔ EUGENIA VARGAS PA͚,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),EL PROGRESO,el_progreso,INSTITUTO DIVERSIFICADO POR COOPERATIVA SAN AGUSTIN ACASAGUASTLAN,BARRIO GUAYTAN ARRIBA,79360629,MAR EUGENIA VARGAS PA,EUNICE GUADALUPE NAJARRO JUAREZ,SAN AGUSTIN ACASAGUASTLAN,URBANA,COOPERATIVA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
02-03-0719-46,02-003,EL PROGRESO,SAN AGUSTIN ACASAGUASTLAN,ESCUELA TECNICA PROFESIONAL MOISES LIRA SERAFIN,CASERIO LAS CHAMPAS ALDEA SANTA GERTRUDIS,47700271.0,EUNICE GUADALUPE NAJARRO JUAREZ,MARLEN KARINA ARANA GRIJALVA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,EL PROGRESO,el_progreso,ESCUELA TɃNICA PROFESIONAL MOISƁ LIRA SERAFIN,CASERIO LAS CHAMPAS ALDEA SANTA GERTRUDIS,47700271,MARLEN KARINA ARANA GRIJALVA,EUNICE GUADALUPE NAJARRO JUAREZ,SAN AGUSTIN ACASAGUASTLAN,RURAL,PRIVADO,MONOLINGUE,DOBLE,FIN DE SEMANA
02-04-0004-46,02-004,EL PROGRESO,SAN CRISTOBAL ACASAGUASTLAN,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,CABECERA MUNICIPAL,58737848.0,EDGAR RUDY MORALES GODINEZ,LISBETH MARIELA ALDANA JUAREZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),EL PROGRESO,el_progreso,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,CABECERA MUNICIPAL,58737848,LISBETH MARIELA ALDANA JUAREZ,EDGAR RUDY MORALES GODINEZ,SAN CRISTOBAL ACASAGUASTLAN,URBANA,OFICIAL,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
02-04-0014-46,02-004,EL PROGRESO,SAN CRISTOBAL ACASAGUASTLAN,COLEGIO CRISTIANO BEREA PASTOR ERWIN ALBERTO REYES ALVARADO,ALDEA ESTANCIA DE LA VIRGEN,52107093.0,EDGAR RUDY MORALES GODINEZ,MAŔ YOLANDA PAZ Y PAZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),EL PROGRESO,el_progreso,COLEGIO CRISTIANO BEREA PASTOR ERWIN ALBERTO REYES ALVARADO,ALDEA ESTANCIA DE LA VIRGEN,52107093,MAR YOLANDA PAZ Y PAZ,EDGAR RUDY MORALES GODINEZ,SAN CRISTOBAL ACASAGUASTLAN,RURAL,PRIVADO,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
02-04-0419-46,02-004,EL PROGRESO,SAN CRISTOBAL ACASAGUASTLAN,INSTITUTO MIXTO PRIVADO SAN CRISTOBAL,AVENIDA JUAN ANTONIO,55141140.0,EDGAR RUDY MORALES GODINEZ,EVERILDO BAILӎ MORALES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),EL PROGRESO,el_progreso,INSTITUTO MIXTO PRIVADO SAN CRISTOBAL,AVENIDA JUAN ANTONIO,55141140,EVERILDO BAILӍ MORALES,EDGAR RUDY MORALES GODINEZ,SAN CRISTOBAL ACASAGUASTLAN,URBANA,PRIVADO,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
02-05-0008-46,02-019,EL PROGRESO,EL JICARO,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,BARRIO BUENOS ARIES,56999635.0,JACKSON AMAGGI MORALES MACAL,MARTHA YESSENIA MACAL ALDANA,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),EL PROGRESO,el_progreso,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,BARRIO BUENOS ARIES,56999635,MARTHA YESSENIA MACAL ALDANA,JACKSON AMAGGI MORALES MACAL,EL JICARO,URBANA,OFICIAL,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
02-05-0013-46,02-019,EL PROGRESO,EL JICARO,INSTITUTO MUNICIPAL DE EL PASO DE LOS JALAPAS,ALDEA EL PASO DE LOS JALAPAS,44388320.0,JACKSON AMAGGI MORALES MACAL,KARLA JUDITH MEJ́ VARGAS,DIVERSIFICADO,MUNICIPAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),EL PROGRESO,el_progreso,INSTITUTO MUNICIPAL DE EL PASO DE LOS JALAPAS,ALDEA EL PASO DE LOS JALAPAS,44388320,KARLA JUDITH MEJ VARGAS,JACKSON AMAGGI MORALES MACAL,EL JICARO,RURAL,MUNICIPAL,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
02-05-0017-46,02-019,EL PROGRESO,EL JICARO,INSTITUTO MUNICIPAL DE EDUCACIӎ DIVERSIFICADA,BARRIO BUENOS AIRES,43728224.0,JACKSON AMAGGI MORALES MACAL,LILIAN MELISSA LUNA LӐEZ,DIVERSIFICADO,MUNICIPAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),EL PROGRESO,el_progreso,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,BARRIO BUENOS AIRES,43728224,LILIAN MELISSA LUNA LӐEZ,JACKSON AMAGGI MORALES MACAL,EL JICARO,URBANA,MUNICIPAL,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
02-05-0018-46,02-019,EL PROGRESO,EL JICARO,INSTITUTO NACIONAL TECNOLӇICO DE EDUCACIӎ DIVERSIFICADA DE EL J̓ARO,BARRIO BUENOS AIRES,3033.0,JACKSON AMAGGI MORALES MACAL,MANFREDO HUMBERTO GARĆ ORTIZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),EL PROGRESO,el_progreso,INSTITUTO NACIONAL TECNOLӇICO DE EDUCACIӍ DIVERSIFICADA DE EL JARO,BARRIO BUENOS AIRES,,MANFREDO HUMBERTO GARC ORTIZ,JACKSON AMAGGI MORALES MACAL,EL JICARO,URBANA,OFICIAL,MONOLINGUE,DOBLE,DIARIO(REGULAR)
02-05-0019-46,02-019,EL PROGRESO,EL JICARO,INSTITUTO DE EDUCACIӎ BSICA Y BACHILLERATO POR MADUREZ,JICARO,56476148.0,JACKSON AMAGGI MORALES MACAL,WENDY PRIMAVERA VARGAS SALGUERO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),EL PROGRESO,el_progreso,INSTITUTO MUNICIPAL DE EDUCACION BASICA Y BACHILLERATO POR MADUREZ,JICARO,56476148,WENDY PRIMAVERA VARGAS SALGUERO,JACKSON AMAGGI MORALES MACAL,EL JICARO,URBANA,PRIVADO,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA)
02-05-0664-46,02-019,EL PROGRESO,EL JICARO,INSTITUTO DIVERSIFICADO POR COOPERATIVA,BARRIO BUENOS AIRES,30082063.0,JACKSON AMAGGI MORALES MACAL,BRAYAN RAMIRO GARĆ MAT́S,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),EL PROGRESO,el_progreso,INSTITUTO DIVERSIFICADO POR COOPERATIVA,BARRIO BUENOS AIRES,30082063,BRAYAN RAMIRO GARC MATS,JACKSON AMAGGI MORALES MACAL,EL JICARO,URBANA,COOPERATIVA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
02-05-0687-46,02-019,EL PROGRESO,EL JICARO,COLEGIO CRISTIANO NUEVA JERUSALEN,BARRIO BUENOS AIRES,54608062.0,JACKSON AMAGGI MORALES MACAL,JORGE MARIO RAM͒EZ LӐEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),EL PROGRESO,el_progreso,COLEGIO CRISTIANO NUEVA JERUSALEN,BARRIO BUENOS AIRES,54608062,JORGE MARIO RAMEZ LӐEZ,JACKSON AMAGGI MORALES MACAL,EL JICARO,URBANA,PRIVADO,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
02-06-0005-46,02-022,EL PROGRESO,SANSARE,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,BARRIO PUEBLO ARRIBA,54689593.0,LUZ ELENA MORALES DE PAZ DE CARDONA,MARTA ALICIA SOSA CASTAхDA,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),EL PROGRESO,el_progreso,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,BARRIO PUEBLO ARRIBA,54689593,MARTA ALICIA SOSA CASTAХDA,LUZ ELENA MORALES DE PAZ DE CARDONA,SANSARE,URBANA,OFICIAL,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
02-06-0013-46,02-022,EL PROGRESO,SANSARE,INSTITUTO MUNICIPAL DE EDUCACIӎ DIVERSIFICADA,ALDEA LOS CERRITOS,50135758.0,LUZ ELENA MORALES DE PAZ DE CARDONA,BRENDA CARINA MURALLES PEREZ,DIVERSIFICADO,MUNICIPAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),EL PROGRESO,el_progreso,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA LOS CERRITOS,50135758,BRENDA CARINA MURALLES PEREZ,LUZ ELENA MORALES DE PAZ DE CARDONA,SANSARE,RURAL,MUNICIPAL,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
